size lang var cont dim AUC SD	
100% Japanese 100 10 50 0.804757656112 0.00325482957291
100% Japanese 100 10 100 0.805749899067 0.00378753130206
100% Japanese 100 10 200 0.807144476068 0.00388068267194
100% Japanese 100 10 500 0.799086998232 0.00361326576067
100% Japanese 200 10 5 0.765088549095 0.00417204067247
100% Japanese 200 10 10 0.772893879329 0.00427050858795
100% Japanese 200 10 20 0.776166450559 0.00390240668053
100% Japanese 200 10 50 0.779441417363 0.00399637855196
100% Japanese 200 10 100 0.778270087335 0.00353077057514
100% Japanese 200 10 200 0.778803794081 0.00391489774171
100% Japanese 200 10 500 0.766633680971 0.00390746628793
100% English 2 100 5 0.50980494765 0.0359557571676
100% English 2 100 10 0.488201260034 0.0333920588739
100% English 2 100 20 0.498618587599 0.0295884415731
100% English 2 100 50 0.500103231408 0.0333555108267
100% English 2 100 100 0.520696118981 0.0373550853156
100% English 2 100 200 0.516451053664 0.0308749671118
100% English 2 100 500 0.533030651158 0.0363336075233
100% English 4 100 5 0.50620076944 0.0208704314831
100% English 4 100 10 0.497215443481 0.0212096526616
100% English 4 100 20 0.51447658629 0.021772522692
100% English 4 100 50 0.513365719139 0.0195740201831
100% English 4 100 100 0.51960591237 0.0201707131706
100% English 4 100 200 0.519498411741 0.0173489902289
100% English 4 100 500 0.494171969527 0.0206714759764
100% English 10 100 5 0.55843787273 0.0154432269547
100% English 10 100 10 0.584210620011 0.0142525973204
100% English 10 100 20 0.572972312515 0.0175746738351
100% English 10 100 50 0.57361604521 0.0147129162143
100% English 10 100 100 0.573454450632 0.0174442086208
100% English 10 100 200 0.572358929066 0.0177664748615
100% English 10 100 500 0.581401707252 0.0185511225255
100% English 19 100 5 0.554131963494 0.018882690578
100% English 19 100 10 0.580672618126 0.0189850084726
100% English 19 100 20 0.589177201757 0.0172729005805
100% English 19 100 50 0.596507684653 0.0174298159866
100% English 19 100 100 0.596024685633 0.0179031879297
100% English 19 100 200 0.615363370479 0.0169823939871
100% English 19 100 500 0.603680834795 0.0162842999797
100% English 41 100 5 0.725126216978 0.00673392674593
100% English 41 100 10 0.773888572859 0.00618109140171
100% English 41 100 20 0.797990766677 0.00586646659049
100% English 41 100 50 0.811723270201 0.00488145922128
100% English 41 100 100 0.805885031535 0.00502142690068
100% English 41 100 200 0.795654434244 0.0054861429843
100% English 41 100 500 0.757745084247 0.00528561619748
100% English 80 100 5 0.700385225884 0.00760838938905
100% English 80 100 10 0.729627044069 0.00598144456205
100% English 80 100 20 0.745161182814 0.00609270260727
100% English 80 100 50 0.747520261647 0.00583746416644
100% English 80 100 100 0.753818938464 0.00543142831679
100% English 80 100 200 0.745588397883 0.00505628199899
100% English 80 100 500 0.719455676112 0.00607905779029
100% English 160 100 5 0.706018637791 0.00592792187304
100% English 160 100 10 0.73007032449 0.00564371760972
100% English 160 100 20 0.741942625099 0.00593912588038
100% English 160 100 50 0.752755308049 0.00511263364179
100% English 160 100 100 0.746182285608 0.00529340887943
100% English 160 100 200 0.736879441632 0.00501570806254
100% English 160 100 500 0.706683098561 0.00583019135169
100% English 320 100 5 0.667205437131 0.00578472943913
100% English 320 100 10 0.703606580935 0.0050524771706
100% English 320 100 20 0.717404193696 0.00529678496513
100% English 320 100 50 0.720996856786 0.00464744370122
100% English 320 100 100 0.723797491682 0.00490248428967
100% English 320 100 200 0.713644181146 0.00454287286668
100% English 320 100 500 0.692499777415 0.00507003546792
100% English 2 200 5 0.505826331523 0.0355482138004
100% English 2 200 10 0.521869398513 0.0335859212376
100% English 2 200 20 0.521550302518 0.0311986680933
100% English 2 200 50 0.508208518317 0.0372766851529
100% English 2 200 100 0.514885400206 0.0347436215322
100% English 2 200 200 0.502857647479 0.0306360659876
100% English 2 200 500 0.527882776647 0.0363920002594
100% English 4 200 5 0.506560898012 0.0196521370142
100% English 4 200 10 0.511398395774 0.0214061000398
100% English 4 200 20 0.519470911399 0.0203517675025
100% English 4 200 50 0.516489548492 0.021181596825
100% English 4 200 100 0.509983755235 0.0177636831366
100% English 4 200 200 0.503382280653 0.0214864385005
100% English 4 200 500 0.512678069402 0.0214829500251
100% English 10 200 5 0.562956368552 0.0161618726553
100% English 10 200 10 0.578640434124 0.0155918294731
100% English 10 200 20 0.580173265241 0.0155412379513
100% English 10 200 50 0.56884391613 0.0157584984999
100% English 10 200 100 0.561257538167 0.0157398704874
100% English 10 200 200 0.567097159871 0.0181353272048
100% English 10 200 500 0.559729846604 0.0186788523653
100% English 19 200 5 0.56919300776 0.0172683261842
100% English 19 200 10 0.577691941149 0.0200070455954
100% English 19 200 20 0.580070426884 0.0196713427835
100% English 19 200 50 0.587529361175 0.019510450903
100% English 19 200 100 0.591480538399 0.0168550113895
100% English 19 200 200 0.584983616114 0.0131353806485
100% English 19 200 500 0.602807017178 0.0167883141999
100% English 41 200 5 0.730213469114 0.00737053933003
100% English 41 200 10 0.762829374418 0.00729454549626
100% English 41 200 20 0.788885231508 0.0054131773662
100% English 41 200 50 0.805452353399 0.00553220637806
100% English 41 200 100 0.796453591848 0.00528440329775
100% English 41 200 200 0.776460262321 0.00559012811042
100% English 41 200 500 0.768548650938 0.0056869306025
100% English 80 200 5 0.697160974091 0.00593274099625
100% English 80 200 10 0.722817571344 0.00604043793125
100% English 80 200 20 0.742686281076 0.00542016951086
100% English 80 200 50 0.751687527809 0.00561791324793
100% English 80 200 100 0.744934036546 0.00532396077948
100% English 80 200 200 0.73709655011 0.00551352485949
100% English 80 200 500 0.71494590896 0.00577492437759
100% English 160 200 5 0.705167147544 0.00579396983707
100% English 160 200 10 0.732558235699 0.00554891760007
100% English 160 200 20 0.749124556056 0.00578391781735
100% English 160 200 50 0.751653218669 0.00586560957068
100% English 160 200 100 0.746376414522 0.00580655106244
100% English 160 200 200 0.730824471756 0.0060944001359
100% English 160 200 500 0.712541349725 0.00654689546626
100% English 320 200 5 0.666696460645 0.00657515240943
100% English 320 200 10 0.701388557652 0.00489650951614
100% English 320 200 20 0.715982595362 0.00472010158767
100% English 320 200 50 0.726045756333 0.00523306586864
100% English 320 200 100 0.722416339166 0.00499820110536
100% English 320 200 200 0.715168296748 0.00524573148419
100% English 320 200 500 0.69147015229 0.00471143696042
100% English 2 500 5 0.486065863805 0.030097766513
100% English 2 500 10 0.484410019912 0.0372229517151
100% English 2 500 20 0.492904910412 0.0324977672508
100% English 2 500 50 0.506918890584 0.0327464491644
100% English 2 500 100 0.488241134741 0.0354084567138
100% English 2 500 200 0.485275996677 0.0351140795938
100% English 2 500 500 0.492505817837 0.0372674020343
100% English 4 500 5 0.507522128415 0.0221027708632
100% English 4 500 10 0.502024854967 0.0198338618841
100% English 4 500 20 0.505572161466 0.0222699337122
100% English 4 500 50 0.490498356396 0.0213137142404
100% English 4 500 100 0.499894061413 0.0208138185848
100% English 4 500 200 0.4981849128 0.0236086597029
100% English 4 500 500 0.496147886818 0.0222531745726
100% English 10 500 5 0.545120512409 0.0176092182944
100% English 10 500 10 0.560943329019 0.0185029288881
100% English 10 500 20 0.563823610344 0.017454391573
100% English 10 500 50 0.569853330359 0.0168166704447
100% English 10 500 100 0.561910054066 0.0173867863321
100% English 10 500 200 0.564971669641 0.0161335891087
100% English 10 500 500 0.565223968686 0.0165438947256
100% English 19 500 5 0.539331815515 0.0165295954623
100% English 19 500 10 0.559494183032 0.0176047375853
100% English 19 500 20 0.571121854479 0.0202942862631
100% English 19 500 50 0.576323666355 0.0170527853657
100% English 19 500 100 0.595562528864 0.0170646995159
100% English 19 500 200 0.594871197737 0.0184803524617
100% English 19 500 500 0.594792911126 0.0176030155659
100% English 41 500 5 0.716041752771 0.00690352424167
100% English 41 500 10 0.748766372127 0.00698185800079
100% English 41 500 20 0.772581762733 0.00658848896128
100% English 41 500 50 0.778657954218 0.00587754260302
100% English 41 500 100 0.758978269557 0.0059795619947
100% English 41 500 200 0.759682195361 0.00538373930103
100% English 41 500 500 0.759081898937 0.00567911027296
100% English 80 500 5 0.690249989096 0.00784571598119
100% English 80 500 10 0.719089470562 0.00627961000517
100% English 80 500 20 0.733426175672 0.0053538897149
100% English 80 500 50 0.727454403954 0.00572529807515
100% English 80 500 100 0.718439560061 0.00653196471969
100% English 80 500 200 0.719223175823 0.00679660763858
100% English 80 500 500 0.720588519538 0.00626576855372
100% English 160 500 5 0.696927098814 0.00612117678756
100% English 160 500 10 0.718967527379 0.00595355515457
100% English 160 500 20 0.7321070939 0.00604153102286
100% English 160 500 50 0.729904903605 0.00529292393228
100% English 160 500 100 0.716698428711 0.00501261325925
100% English 160 500 200 0.716938255628 0.00559449389886
100% English 160 500 500 0.717358743001 0.00583782639909
100% English 320 500 5 0.677921527863 0.0065420273445
100% English 320 500 10 0.699136857728 0.00588101314355
100% English 320 500 20 0.71027537814 0.00619471230341
100% English 320 500 50 0.717446152198 0.00540592581929
100% English 320 500 100 0.706025331881 0.00592784920911
100% English 320 500 200 0.706018979582 0.00513425186927
100% English 320 500 500 0.705424231809 0.00564967004801
100% Japanese 2 20 5 0.533526916165 0.0356840777652
100% Japanese 2 20 10 0.547522364424 0.0330681660396
100% Japanese 2 20 20 0.542215559351 0.0332183278524
100% Japanese 2 20 50 0.536128357816 0.034788223823
100% Japanese 2 20 100 0.536805432387 0.0379579081295
100% Japanese 2 20 200 0.533199640248 0.0381004396882
100% Japanese 2 20 500 0.531721549906 0.0332012671105
100% Japanese 4 20 5 0.535736609425 0.0224096250562
100% Japanese 4 20 10 0.543413751605 0.0215098660502
100% Japanese 4 20 20 0.542352258404 0.0229913988111
100% Japanese 4 20 50 0.537753294098 0.0224458031466
100% Japanese 4 20 100 0.540065785419 0.0243236898323
100% Japanese 4 20 200 0.52170777497 0.022756541892
100% Japanese 4 20 500 0.524629710002 0.0232250933965
100% Japanese 8 20 5 0.568902573695 0.0117514055409
100% Japanese 8 20 10 0.573658397021 0.0110462177231
100% Japanese 8 20 20 0.580464916135 0.01241577002
100% Japanese 8 20 50 0.577065186245 0.0110115168238
100% Japanese 8 20 100 0.578440822978 0.0100480229514
100% Japanese 8 20 200 0.572300850774 0.0124240376028
100% Japanese 8 20 500 0.56243525725 0.0108261966106
100% Japanese 13 20 5 0.587065034234 0.0113929286677
100% Japanese 13 20 10 0.599178171628 0.0110620416612
100% Japanese 13 20 20 0.600787387296 0.0114968927082
100% Japanese 13 20 50 0.602871327895 0.0116538962903
100% Japanese 13 20 100 0.597072029122 0.0109034649392
100% Japanese 13 20 200 0.597205523777 0.0110683059486
100% Japanese 13 20 500 0.595746197967 0.0108119345003
100% Japanese 25 20 5 0.799378733096 0.0065431639812
100% Japanese 25 20 10 0.820684910759 0.00543440287155
100% Japanese 25 20 20 0.843479962142 0.00511910745252
100% Japanese 25 20 50 0.860072428896 0.00380318499714
100% Japanese 25 20 100 0.863307604132 0.00383731371212
100% Japanese 25 20 200 0.85909510074 0.00381812221834
100% Japanese 25 20 500 0.84191798601 0.00391846500137
100% Japanese 50 20 5 0.810616422346 0.00457029722479
100% Japanese 50 20 10 0.829240507771 0.00404469494787
100% Japanese 50 20 20 0.84388716239 0.00379400412908
100% Japanese 50 20 50 0.856781990654 0.00332159733653
100% Japanese 50 20 100 0.859802619904 0.00358315690544
100% Japanese 50 20 200 0.853523803414 0.00309688135854
100% Japanese 50 20 500 0.842229315473 0.00291831352375
100% Japanese 100 20 5 0.795028321559 0.00465392529709
100% Japanese 100 20 10 0.807245072753 0.00431650349919
100% Japanese 100 20 20 0.818388399348 0.0041283399831
100% Japanese 100 20 50 0.827782488072 0.00343315302287
100% Japanese 100 20 100 0.824396787097 0.0037529551509
100% Japanese 100 20 200 0.821956593403 0.00340888449899
100% Japanese 100 20 500 0.810671890712 0.00384743900641
100% Japanese 200 20 5 0.778607580904 0.00412479453755
100% Japanese 200 20 10 0.787610653949 0.00413435189908
100% Japanese 200 20 20 0.795246344624 0.00361091389991
100% Japanese 200 20 50 0.799723645932 0.00315456720092
100% Japanese 200 20 100 0.79692273921 0.00324414656199
100% Japanese 200 20 200 0.791775139116 0.00360084765924
100% Japanese 200 20 500 0.770013733356 0.00362292983963
100% Japanese 2 50 5 0.548795561299 0.0365312036583
100% Japanese 2 50 10 0.554278635115 0.0344018020035
100% Japanese 2 50 20 0.566199416175 0.032737518163
100% Japanese 2 50 50 0.569699164284 0.0375357675647
100% Japanese 2 50 100 0.544931638665 0.0344185564954
100% Japanese 2 50 200 0.54468853413 0.0349853939443
100% Japanese 2 50 500 0.55299646212 0.0373696633382
100% Japanese 4 50 5 0.535594319666 0.0259532482534
100% Japanese 4 50 10 0.545315898583 0.0222218378797
100% Japanese 4 50 20 0.536283961938 0.024918737353
100% Japanese 4 50 50 0.537376070827 0.0207424800914
100% Japanese 4 50 100 0.527519834578 0.0238870140598
100% Japanese 4 50 200 0.537512316653 0.0256185425788
100% Japanese 4 50 500 0.524740479049 0.024344203815
100% Japanese 8 50 5 0.565383278707 0.0112819867018
100% Japanese 8 50 10 0.576536323658 0.0103421796988
100% Japanese 8 50 20 0.580148211653 0.0105083336613
100% Japanese 8 50 50 0.586128561931 0.0114952391547
100% Japanese 8 50 100 0.588796348793 0.00989156463472
100% Japanese 8 50 200 0.578555852352 0.0129888047704
100% Japanese 8 50 500 0.567088418479 0.0118803843128
100% Japanese 13 50 5 0.581880158008 0.0114809274371
100% Japanese 13 50 10 0.589434024865 0.011143589007
100% Japanese 13 50 20 0.593024568809 0.013683711283
100% Japanese 13 50 50 0.599099942043 0.0109259798017
100% Japanese 13 50 100 0.605372821207 0.00935848462844
100% Japanese 13 50 200 0.612737657356 0.0121161715996
100% Japanese 13 50 500 0.603174908432 0.0109179924775
100% Japanese 25 50 5 0.782346700063 0.00751391524505
100% Japanese 25 50 10 0.823085400236 0.00597939827948
100% Japanese 25 50 20 0.84422259799 0.00435713820508
100% Japanese 25 50 50 0.856642116671 0.00420335141876
100% Japanese 25 50 100 0.864602710973 0.0039270783434
100% Japanese 25 50 200 0.858508581411 0.00347808404561
100% Japanese 25 50 500 0.840267434155 0.00383167918097
100% Japanese 50 50 5 0.797278651799 0.00516436771919
100% Japanese 50 50 10 0.834375587 0.00466483113224
100% Japanese 50 50 20 0.84652337115 0.00422569494452
100% Japanese 50 50 50 0.859065713055 0.00347102496549
100% Japanese 50 50 100 0.853218892112 0.00299352348499
100% Japanese 50 50 200 0.854311988868 0.0030939037016
100% Japanese 50 50 500 0.838505731006 0.00356847349949
100% Japanese 100 50 5 0.794369943829 0.0045724014675
100% Japanese 100 50 10 0.806097544734 0.00433096617464
100% Japanese 100 50 20 0.819435936722 0.00369989268501
100% Japanese 100 50 50 0.830554057913 0.00353095770098
100% Japanese 100 50 100 0.828817376465 0.00352236960641
100% Japanese 100 50 200 0.82229010384 0.00356957710965
100% Japanese 100 50 500 0.806471400745 0.00297712589446
100% Japanese 200 50 5 0.774714044813 0.0041328863271
100% Japanese 200 50 10 0.786338510453 0.00406883778027
100% Japanese 200 50 20 0.795652029435 0.0034071680947
100% Japanese 200 50 50 0.802576028596 0.00335694116794
100% Japanese 200 50 100 0.798471969991 0.00312501487258
100% Japanese 200 50 200 0.793262789536 0.00364619826788
100% Japanese 200 50 500 0.767655063264 0.00351378512903
100% Japanese 2 100 5 0.553702743171 0.0348971951739
100% Japanese 2 100 10 0.560082592321 0.0351268821429
100% Japanese 2 100 20 0.572186085986 0.0342069427466
100% Japanese 2 100 50 0.580561592977 0.0332685195153
100% Japanese 2 100 100 0.572529619204 0.0352189046995
100% Japanese 2 100 200 0.554868393034 0.0345642180811
100% Japanese 2 100 500 0.564180890159 0.0373291210183
100% Japanese 4 100 5 0.535692564951 0.0258951242049
100% Japanese 4 100 10 0.539647004393 0.0247743089716
100% Japanese 4 100 20 0.535243000425 0.0247985871909
100% Japanese 4 100 50 0.534401162979 0.0243278549594
100% Japanese 4 100 100 0.529802323619 0.0237653615627
100% Japanese 4 100 200 0.537602003192 0.0254507994289
100% Japanese 4 100 500 0.528278143634 0.0223948186409
100% Japanese 8 100 5 0.571607755837 0.0121051323405
100% Japanese 8 100 10 0.579861141531 0.0107950655983
100% Japanese 8 100 20 0.580849653549 0.0110169910191
100% Japanese 8 100 50 0.586613011301 0.0100863376671
100% Japanese 8 100 100 0.580493608736 0.0114826892617
100% Japanese 8 100 200 0.578191959427 0.0111462009112
100% Japanese 8 100 500 0.583004457601 0.0104366560658
100% Japanese 13 100 5 0.582044975014 0.0109888636376
100% Japanese 13 100 10 0.584836534481 0.0136581010451
100% Japanese 13 100 20 0.598454197606 0.0127031099353
100% Japanese 13 100 50 0.600857833295 0.010959234593
100% Japanese 13 100 100 0.614814080405 0.0111332620326
100% Japanese 13 100 200 0.603653221895 0.0115424024118
100% Japanese 13 100 500 0.585822085114 0.0115294242313
100% Japanese 25 100 5 0.785239097791 0.00704283509413
100% Japanese 25 100 10 0.821093914119 0.00606252995051
100% Japanese 25 100 20 0.841277713782 0.00575448896508
100% Japanese 25 100 50 0.855877885015 0.00508887815879
100% Japanese 25 100 100 0.858824305247 0.00411156398396
100% Japanese 25 100 200 0.854521734539 0.00421873352359
100% Japanese 25 100 500 0.823212789035 0.00423689476838
100% Japanese 50 100 5 0.799200580244 0.00526639789841
100% Japanese 50 100 10 0.832438223313 0.00398678556408
100% Japanese 50 100 20 0.845663750017 0.00390241861095
100% Japanese 50 100 50 0.856271135181 0.0038651438086
100% Japanese 50 100 100 0.854461940053 0.00315236609375
100% Japanese 50 100 200 0.84472915989 0.00338301934542
100% Japanese 50 100 500 0.810592385075 0.00354653326143
100% Japanese 100 100 5 0.79414082079 0.00456186794262
100% Japanese 100 100 10 0.808401194495 0.00380076811738
100% Japanese 100 100 20 0.818549512238 0.00421819531926
100% Japanese 100 100 50 0.826983573803 0.004000994564
100% Japanese 100 100 100 0.825476345697 0.00393501803979
100% Japanese 100 100 200 0.822194783187 0.00353658690969
100% Japanese 100 100 500 0.779971847438 0.00413290978388
100% Japanese 200 100 5 0.773110378522 0.00418652480563
100% Japanese 200 100 10 0.785469240377 0.00362819158696
100% Japanese 200 100 20 0.796387840174 0.00364222791592
100% Japanese 200 100 50 0.798446052595 0.00375559757385
100% Japanese 200 100 100 0.792919330729 0.00348629463832
100% Japanese 200 100 200 0.784543644137 0.00358401480283
100% Japanese 200 100 500 0.75039207193 0.00384836105713
100% Japanese 2 200 5 0.550606535192 0.0348523296581
100% Japanese 2 200 10 0.546954831204 0.0360694195861
100% Japanese 2 200 20 0.541072009928 0.0379070000112
100% Japanese 2 200 50 0.551105639601 0.0370534198944
100% Japanese 2 200 100 0.576689420147 0.0364995135865
100% Japanese 2 200 200 0.558343098133 0.0332127722019
100% Japanese 2 200 500 0.573105978178 0.0357431523663
100% Japanese 4 200 5 0.535086194307 0.0231271784544
100% Japanese 4 200 10 0.52428489306 0.0229543272378
100% Japanese 4 200 20 0.523247971665 0.0259844437073
100% Japanese 4 200 50 0.518316417299 0.0257429405079
100% Japanese 4 200 100 0.513880095171 0.027310251261
100% Japanese 4 200 200 0.526440607376 0.0239477234818
100% Japanese 4 200 500 0.540476676343 0.0254348348728
100% Japanese 8 200 5 0.567849493927 0.0122119888328
100% Japanese 8 200 10 0.569903026018 0.0126541213804
100% Japanese 8 200 20 0.577848875657 0.0120301741864
100% Japanese 8 200 50 0.575142107231 0.0113559034876
100% Japanese 8 200 100 0.584265935386 0.0109312153678
100% Japanese 8 200 200 0.574829036048 0.0119959959409
100% Japanese 8 200 500 0.571747658916 0.0117896725948
100% Japanese 13 200 5 0.58812067319 0.0121584845692
100% Japanese 13 200 10 0.590102315001 0.0111157046723
100% Japanese 13 200 20 0.600487972479 0.0105305331474
100% Japanese 13 200 50 0.598664128844 0.0117139859346
100% Japanese 13 200 100 0.59483493964 0.0116866111559
100% Japanese 13 200 200 0.60898166086 0.0100958757987
100% Japanese 13 200 500 0.585153513625 0.0108516460634
100% Japanese 25 200 5 0.781969360028 0.0069268147056
100% Japanese 25 200 10 0.80840631189 0.00715211343794
100% Japanese 25 200 20 0.831167243766 0.00496846295634
100% Japanese 25 200 50 0.839045707332 0.00489540753129
100% Japanese 25 200 100 0.844872249478 0.00472732131927
100% Japanese 25 200 200 0.844135255758 0.00415404164371
100% Japanese 25 200 500 0.826862438112 0.00539211950673
100% Japanese 50 200 5 0.805852888998 0.00481831460801
100% Japanese 50 200 10 0.819368067201 0.00496256800137
100% Japanese 50 200 20 0.836942940659 0.0042180056646
100% Japanese 50 200 50 0.846571379925 0.00388323447405
100% Japanese 50 200 100 0.847119167936 0.00381395478685
100% Japanese 50 200 200 0.834973223391 0.00348217926342
100% Japanese 50 200 500 0.817120603904 0.00391131991994
100% Japanese 100 200 5 0.781316076529 0.00464233700578
100% Japanese 100 200 10 0.803200151858 0.00472294196249
100% Japanese 100 200 20 0.814125015973 0.00375732213085
100% Japanese 100 200 50 0.821745915851 0.00405010393334
100% Japanese 100 200 100 0.813290648091 0.00412999655632
100% Japanese 100 200 200 0.802432393795 0.00386594834698
100% Japanese 100 200 500 0.7849076586 0.00451515423321
100% Japanese 200 200 5 0.764205957456 0.0045628917133
100% Japanese 200 200 10 0.785927282511 0.00416809496003
100% Japanese 200 200 20 0.786849342799 0.00426513101266
100% Japanese 200 200 50 0.792426342873 0.00385577525507
100% Japanese 200 200 100 0.790222068337 0.00317806745876
100% Japanese 200 200 200 0.774878558002 0.00393153861828
100% Japanese 200 200 500 0.75439875027 0.00391816173309
100% Japanese 2 500 5 0.509325462989 0.0334038967283
100% Japanese 2 500 10 0.501462544636 0.040278035404
100% Japanese 2 500 20 0.501637135796 0.039074527543
100% Japanese 2 500 50 0.526582568983 0.0403845452768
100% Japanese 2 500 100 0.508620261246 0.0371684713589
100% Japanese 2 500 200 0.516092473558 0.0360372459404
100% Japanese 2 500 500 0.51180398743 0.0366315263105
100% Japanese 4 500 5 0.517318094766 0.0256154233682
100% Japanese 4 500 10 0.520051476702 0.0250206453452
100% Japanese 4 500 20 0.527222149242 0.0233547906271
100% Japanese 4 500 50 0.521994061867 0.0252803741488
100% Japanese 4 500 100 0.510695703822 0.0207414692288
100% Japanese 4 500 200 0.508219991394 0.0257424298805
100% Japanese 4 500 500 0.51388761541 0.0261238062366
100% Japanese 8 500 5 0.567040211895 0.0119790563109
100% Japanese 8 500 10 0.576230414924 0.012327858412
100% Japanese 8 500 20 0.575484023626 0.0128027130619
100% Japanese 8 500 50 0.567557159389 0.0128653303967
100% Japanese 8 500 100 0.581519206934 0.0124577675596
100% Japanese 8 500 200 0.583760841203 0.0117307948096
100% Japanese 8 500 500 0.58423040996 0.0126283329048
100% Japanese 13 500 5 0.579269001602 0.0133205161708
100% Japanese 13 500 10 0.578187699448 0.0123895857149
100% Japanese 13 500 20 0.579408707367 0.0111646122408
100% Japanese 13 500 50 0.585099886865 0.0124104889669
100% Japanese 13 500 100 0.581225247506 0.0120527067465
100% Japanese 13 500 200 0.595183494965 0.0121211225261
100% Japanese 13 500 500 0.594039248104 0.0117149180447
100% Japanese 25 500 5 0.780845080586 0.00737286881792
100% Japanese 25 500 10 0.809168523515 0.00602537541605
100% Japanese 25 500 20 0.820023185854 0.0047270333846
100% Japanese 25 500 50 0.827055198856 0.00545215080005
100% Japanese 25 500 100 0.82446696642 0.00472863294633
100% Japanese 25 500 200 0.819665766977 0.00481511623511
100% Japanese 25 500 500 0.820217623814 0.00530317777275
100% Japanese 50 500 5 0.793708683056 0.00525589381717
100% Japanese 50 500 10 0.817054516561 0.00462435544084
100% Japanese 50 500 20 0.82800603751 0.00409575844793
100% Japanese 50 500 50 0.826838287867 0.00393637718528
100% Japanese 50 500 100 0.821069292091 0.00397928540142
100% Japanese 50 500 200 0.818632480035 0.0041799861319
100% Japanese 50 500 500 0.818964806432 0.00371532284488
100% Japanese 100 500 5 0.778473421757 0.00492439444249
100% Japanese 100 500 10 0.797365581021 0.00427141621599
100% Japanese 100 500 20 0.803509477754 0.00434223492908
100% Japanese 100 500 50 0.804511751928 0.00424035352638
100% Japanese 100 500 100 0.788562606487 0.00415374273164
100% Japanese 100 500 200 0.786271029435 0.00459602694993
100% Japanese 100 500 500 0.785178886972 0.00407802496246
100% Japanese 200 500 5 0.766291574237 0.00482710035656
100% Japanese 200 500 10 0.776285850313 0.00374710315956
100% Japanese 200 500 20 0.780994864969 0.00426215063119
100% Japanese 200 500 50 0.780177112746 0.00417552809182
100% Japanese 200 500 100 0.765834344451 0.00423344408161
100% Japanese 200 500 200 0.76041915072 0.00460504651966
100% Japanese 200 500 500 0.760212639787 0.00387855968827
